Category,Sms,cleaned_sms
trust,"Ninakupenda sana, kila siku nakuwaza.",ninakupenda kila siku nakuwaza
scam,"Habari za mda huu,mimi JUMA SIKAREKO,hii namba yangu ya HALOTEL.Vp mbona shem JUMA SIKAREKO, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari mda huumimi juma sikarekohii namba halotelvp mbona shem juma sikareko anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550676584303",dear no need to go out work just at home to earn tzs a day please contact us httpswame
trust,Mambo vipi bro? Hivi majuzi umefanya nini kipya? Tukutane hivi karibuni!,mambo vipi bro hivi majuzi umefanya kipya tukutane hivi karibuni
trust,"Jana usiku tulifurahia sana, asante kwa mwaliko.",jana usiku tulifurahia asante mwaliko
trust,"Habari za asubuhi, umeamkaje leo?",habari asubuhi umeamkaje leo
trust,Asante kwa kunifanya nitabasamu kila siku. Wewe ni zawadi ya thamani kwangu.,asante kunifanya nitabasamu kila siku zawadi thamani kwangu
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.,mjukuu wangu ndagu niliyokukabizi uwe makini pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa mda mfupi sasa umeona mwenyewe siri usitowe mtu yoyote utajili huo mkubwa utaweza kuweka miladi kira aina popote pale unipigie nikuelekeze
scam,Tumia namba hii ya VODACOM 0784862618 kutuma hiyo ela jina Magomba Maila,tumia namba vodacom kutuma ela jina magomba maila
scam,Utanitumia kwenye ii 0786543210 Vodacom jina SALOME KALUNGA namba yangu inadeni usiitumie,utanitumia kwenye ii vodacom jina salome kalunga namba inadeni usiitumie
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657666983",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Iyo ela tuma humu kwenye Tigo 0747878264 Jina lije ALLY ISSA,iyo ela tuma humu kwenye tigo jina lije ally issa
scam,Iyo Hela itume humu kwenye HALOTEL 0733822240 jina lije ABDALLAH MWANAKU.,iyo hela itume humu kwenye halotel jina lije abdallah mwanaku
scam,MPIGIE MZEE JOACHIM KAPUFI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0699137921,mpigie mzee joachim kapufi wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
trust,Tafadhali andika ratiba ya kesho.,tafadhali andika ratiba kesho
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0786543210 AU 0786543210",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"Mpigie Mzee NASHONI MBIRIBI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0698018072",mpigie mzee nashoni mbiribi tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Au nitumie kwenye M-Pesa Namba.0617488472 jina litakuja PEREGIA FILIPO,nitumie kwenye mpesa namba jina litakuja peregia filipo
scam,Tumia namba hii ya Tigo 0699137921 kutuma hiyo hela jina SAID MTAALAM ,tumia namba tigo kutuma hela jina said mtaalam
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya tigo. Mbona kimya na siku zinazidi kwenda...?,habari mchana mwenye nyumba wako namba tigo mbona kimya siku zinazidi kwenda
scam,Utanitumia kwa hîi halotel 0654321098 j'ina ni JOACHIM KAPUFI.,utanitumia hîi halotel jina joachim kapufi
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
scam,au iyo ela nitumie kwenye m-pesa hii 0689933027 Jina litoke 0689933027.,iyo ela nitumie kwenye mpesa jina litoke
trust,Heshima na discipline ni muhimu sana,heshima discipline muhimu
trust,"Leo niko busy kidogo, lakini nitakupigia simu baadae.",leo niko busy kidogo lakini nitakupigia simu baadae
scam,Utanitumia kwenye ii 0615810764 tigo jina PEREGIA FILIPO namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina peregia filipo namba inadeni usiitumie
scam,Basi iyo hela nitumie kwenye namba hii 0617488472 jina litakuja (JUMA SIKAREKO) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba jina litakuja juma sikareko ile namba usitumie laini inamatatizo
scam,"voda OZX7 Imethibitishwa namba yako ya 068 ... imeshinda Tsh10,000,000.00/=million kutoka Tuzo point ilikupokea Hela yako piga 0696530433 Asante",voda ozx imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea hela yako piga asante
trust,Hata wewe umesikia kuhusu skendo ya Harmonize na ule mchumba wake wa zamani?,hata umesikia kuhusu skendo harmonize ule mchumba wake wa zamani
trust,"Je, unafikiri Man United wana nafasi ya kushinda ligi msimu huu?",unafikiri man united wana nafasi kushinda ligi msimu huu
trust,Tunakukubil sn kk,tunakukubil sn kk
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA ALLY ISSA NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta ally issa nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0698945621 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
trust,Mtu hafi kwa sababu anaumwa mtu anakufa muda wake ukifika Allah ajaalie shifaa wagonjwa wote na atujaalie mwisho mwema amiin,mtu hafi sababu anaumwa mtu anakufa muda wake ukifika allah ajaalie shifaa wagonjwa wote atujaalie mwisho mwema amiin
trust,"Asante kwa kunikumbusha kuhusu chakula cha mchana, nimejua wakati wa kuandaa.",asante kunikumbusha kuhusu chakula cha mchana nimejua wakati wa kuandaa
scam,"Habari za mchana,mimi OLIVA MATIAS,hii namba yangu ya Airtel.Vp mbona shem OLIVA MATIAS, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari mchanamimi oliva matiashii namba airtelvp mbona shem oliva matias anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
trust,Hakuna timu inayocheza kama Barcelona wanapokuwa katika peak yao.,hakuna timu inayocheza kama barcelona wanapokuwa peak yao
trust,Watoto wako wanahitaji msaada wa ziada kwa masomo yao.,watoto wako wanahitaji msaada wa ziada masomo yao
scam,"AIRTEL ZS2Q Imethibitishwa namba yako ya 069 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo point ilikupokea Hela yako piga 0733822240 Asante",airtel zsq imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea hela yako piga asante
scam,"IYO PESA ITUME KWENYE NAMBA HII 0689933027 JINA ITALETA KHADIJA SUMBAI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta khadija sumbai nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,"We need urgently Need Staff salary 5,000,000TZS. Reach HR team at: wa.me/2550789723456.",we need urgently need staff salary tzs reach hr team at wame
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
trust,"Ninataka kujifunza zaidi kutoka kwako, asante kwa msaada wako.",ninataka kujifunza zaidi kutoka kwako asante msaada wako
scam,Iyo ela tuma humu kwenye Vodacom 0789723456 Jina lije MWANAIDI KHAMISI.,iyo ela tuma humu kwenye vodacom jina lije mwanaidi khamisi
trust,Nakuelewa kaka mwaka juzi nilipata vimawe kwenye urethra but God is awesome nilirecover tuwe tunakunywa sana maji wapendwa na tusibanie mkojo,nakuelewa kaka mwaka juzi nilipata vimawe kwenye urethra but god is awesome nilirecover tuwe tunakunywa maji wapendwa tusibanie mkojo
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0675259049",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,"TIGO RWR1 Imethibitishwa namba yako ya 061 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo Point ilikupokea hela yako piga 0716484506 Asante",tigo rwr imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea hela yako piga asante
scam,MZEE KHADIJA SUMBAI tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0767274553)(0767274553),mzee khadija sumbai tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,"Mteja wetu ana swali kuhusu gharama za huduma, nitakutumia details.",mteja ana swali kuhusu gharama huduma nitakutumia details
trust,Huwezi amini! Messi aliokoa timu yake dakika za mwisho.,huwezi amini messi aliokoa timu dakika mwisho
scam,ela tuma kwa namba hii 0698945621 jina OLIVA MATIAS,ela tuma namba jina oliva matias
scam,"Airtel 8JLS Imethibitishwa namba yako ya 078 ... imeshinda Tsh1,500,000.00/=million kutoka TUZO POINT ilikupokea Pesa yako piga 0655251448 Asante",airtel jls imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea pesa yako piga asante
scam,Hela tuma kwa namba hii 0689592818 jina MARIAM NDUGAI,hela tuma namba jina mariam ndugai
scam,Au nitumie kwenye m-pesa Namba.0782734560 jina litakuja MWANAIDI KHAMISI,nitumie kwenye mpesa namba jina litakuja mwanaidi khamisi
scam,Nitumie tu kwenye hii vodacom 0654321098 jina HADIJA LAI.,nitumie tu kwenye vodacom jina hadija lai
trust,Nina furaha kuona jinsi unavyofanikiwa.,nina furaha kuona jinsi unavyofanikiwa
trust,"Nimechelewa kidogo, lakini nakukaribia.",nimechelewa kidogo lakini nakukaribia
trust,Nitapanga muda mzuri wa kuja kwako.,nitapanga muda mzuri wa kuja kwako
trust,Leo tutakuwa na kipindi cha ziada saa mbili jioni. Tafadhali mjitokeze.Assignment ya wiki hii inapaswa kuwasilishwa kabla ya Ijumaa.,leo tutakuwa kipindi cha ziada saa mbili jioni tafadhali mjitokezeassignment wiki inapaswa kuwasilishwa kabla ijumaa
scam,Naomba unitumie iyo hela kwenye namba hii ya vodacom 0617488472. jina (LINUSI MALALO),naomba unitumie iyo hela kwenye namba vodacom jina linusi malalo
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0655251448",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Habari za muda. Mimi  mwenye nyumba wako hii namba yangu ya tigo. Mbona kimya na siku zinazidi kwenda...?,habari muda mwenye nyumba wako namba tigo mbona kimya siku zinazidi kwenda
trust,Nasikia Ray C ametoa single mpya baada ya muda mrefu. Watu wanasema ameimudu sana.,nasikia ray c ametoa single mpya baada muda mrefu watu wanasema ameimudu
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0657538690 AU 0657538690",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550676584303",dear no need to go out work just at home to earn tzs a day please contact us httpswame
trust,"Ushabiki wa Liverpool ni tofauti kabisa, mashabiki wao hawakati tamaa.",ushabiki wa liverpool tofauti kabisa mashabiki hawakati tamaa
scam,"TUZO  POINTI hongera umepata zawadi Sh6,000,000 milioni kutoka (TUZO  POINTI) piga sim,.0755667788 kupata zawadi  asante",tuzo pointi hongera umepata zawadi sh milioni kutoka tuzo pointi piga sim kupata zawadi asante
scam,Nitumie tu kwenye hii Tigo 0696530433 jina ABDALLAH MWANAKU.,nitumie tu kwenye tigo jina abdallah mwanaku
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782734560 AU 0782734560",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
trust,"Kuna msanii mpya anatrend, lakini watu wanasema style yake ni copy ya wengine.",kuna msanii mpya anatrend lakini watu wanasema style copy wengine
trust,Tafadhali uniombee kwa ajili ya mtihani wangu wa kesho.,tafadhali uniombee ajili mtihani wangu wa kesho
trust,"Kuna sherehe ya kuzaliwa kesho, tutaenda pamoja, hivyo tafadhali jivalie vizuri.",kuna sherehe kuzaliwa kesho tutaenda pamoja hivyo tafadhali jivalie vizuri
scam,Utanitumia. kwemye namba 0767274553 ya VODACOM jina HOSEA MKUMBUKWA.,utanitumia kwemye namba vodacom jina hosea mkumbukwa
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0615810764 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Utanitumia kwenye ii 0782734560 vodacom jina FEBU SHADI WILISON namba yangu inadeni usiitumie,utanitumia kwenye ii vodacom jina febu shadi wilison namba inadeni usiitumie
scam,"Mpigie Mzee JUMANNE YASINI MASAKA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755896103",mpigie mzee jumanne yasini masaka tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,TUMIA NAMBA HII (0788542784)KUNITUMIA IYO HELA JINA LITAONYESHA (PEREGIA FILIPO),tumia namba kunitumia iyo hela jina litaonyesha peregia filipo
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JUMA SIKAREKO,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by juma sikarekoni grp member
scam,"We need urgently Need Staff salary 5,000,000TZS. Reach HR team at: wa.me/2550696530433.",we need urgently need staff salary tzs reach hr team at wame
scam,"Congratulations! Your CV has passed. You can get 1,500,000TZS in a day. for details: wa.me/2550698018072",congratulations your cv has passed you can get tzs in a day for details wame
scam,Iyo pesa itume humu kwenye halotel 0695567435 jina lije FEBU SHADI WILISON.,iyo pesa itume humu kwenye halotel jina lije febu shadi wilison
trust,Nitahitaji msaada wako mwishoni mwa wiki.,nitahitaji msaada wako mwishoni mwa wiki
trust,"Dah, nyimbo mpya ya Lava Lava ni kali sana. Watu wanasema inaweza kuwa hit kubwa.",dah nyimbo mpya lava lava kali watu wanasema inaweza kuwa hit kubwa
trust,Tutakutana saa ngapi kesho?,tutakutana saa ngapi kesho
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550786543210.",we need urgently need staff salary tzs reach hr team at wame
trust,"Nimeona nafasi ya kazi inayokufaa, nitakutumia maelezo baadae.",nimeona nafasi kazi inayokufaa nitakutumia maelezo baadae
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550657538690.",we need urgently need staff salary tzs reach hr team at wame
scam,Utanitumia. kwemye namba 0675259049 ya halotel jina NASHONI MBIRIBI.,utanitumia kwemye namba halotel jina nashoni mbiribi
scam,mjukuu wangu utafuta ji wako mgumu pesa hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0773409724,mjukuu wangu utafuta ji wako mgumu pesa hazikai mkononi pakazinaisha unasota mpenzi hamuelewani utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no
scam,TUMIA NAMBA HII (0689933027)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMA SIKAREKO),tumia namba kunitumia iyo hela jina litaonyesha juma sikareko
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0617488472 au 0617488472",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
scam,tuma kwenye namba hii ya M-Pesa 0699137921 jina litakuja JENEROZA ROCK BENEDICTO Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja jeneroza rock benedicto ukituma unijulishe
trust,Hakikisha umeleta hati zote muhimu kabla ya saa nne asubuhi.,hakikisha umeleta hati zote muhimu kabla saa nne asubuhi
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0783582817 AU 0783582817",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,hela tuma kwa namba hii 0676584303 jina ALLY ISSA,hela tuma namba jina ally issa
scam,Au nitumie kwenye AirtelMoney Namba.0716484506 jina litakuja FEBU SHADI WILISON,nitumie kwenye airtelmoney namba jina litakuja febu shadi wilison
scam,Naomba unitumie iyo Hela kwenye namba hii ya halotel 0615810764. jina (JUMA SIKAREKO),naomba unitumie iyo hela kwenye namba halotel jina juma sikareko
scam,tuma kwenye namba hii ya m-pesa 0786543210 jina litakuja MARIAM NDUGAI Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja mariam ndugai ukituma unijulishe
scam,Au nitumie kwenye HaloPesa Namba.0689592818 jina litakuja KHADIJA SUMBAI,nitumie kwenye halopesa namba jina litakuja khadija sumbai
scam,"Imethibitishwa, namba yako ya 0655251448 imejishindia TSH 5,000,000 kutoka VODA OFA. Piga 0655251448 ili kupokea hela yako.",imethibitishwa namba yako imejishindia tsh kutoka voda ofa piga ili kupokea hela yako
scam,"Imethibitishwa, namba yako ya 0783654321 imejishindia TSH 120000 kutoka OFA YAKO. Piga 0783654321 ili kupokea pesa yako.",imethibitishwa namba yako imejishindia tsh kutoka ofa yako piga ili kupokea pesa yako
trust,Naomba tuonane baada ya kazi leo.,naomba tuonane baada kazi leo
scam,"Mpigie Mzee MARIAM NDUGAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755667788",mpigie mzee mariam ndugai tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0755896103 au 0755896103",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
scam,hela tuma kwa namba hii 0789723456 jina RAMATUNGU,hela tuma namba jina ramatungu
scam,"Mpigie Mzee PETER NYANGE kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0733822240",mpigie mzee peter nyange tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,Ninapenda wimbo wa marioo!,ninapenda wimbo wa marioo
scam,Iyo ela tuma humu kwenye tigo 0786543210 Jina lije RAMATUNGU,iyo ela tuma humu kwenye tigo jina lije ramatungu
scam,Basi iyo hela nitumie kwenye namba hii 0786543210 jina litakuja (MARIAM NDUGAI) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba jina litakuja mariam ndugai ile namba usitumie laini inamatatizo
trust,Tunaweza kupanga kukutana tena mwishoni mwa wiki?,tunaweza kupanga kukutana tena mwishoni mwa wiki
